key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyHadithThemesReviewSuggestion,"After reading a theme, return the next day and ask what you still remember without reopening the page.",11,0
learningJourneyHadithThemesSection1Body,Themes gather related guidance together so learning feels practical. They help you see that hadith is not a random archive but a map for living.,11,0
learningJourneyHadithThemesSection1Title,Why themes help beginners,11,0
learningJourneyHadithThemesSection2Body,"Choose one theme for a few days. Read one hadith, understand its point, and ask how it should appear in your speech, worship, or relationships.",11,0
learningJourneyHadithThemesSection2Title,How to use themed study well,11,0
learningJourneyHadithThemesTakeaway1,Themes turn hadith study into a calmer guided path.,11,0
learningJourneyHadithThemesTakeaway2,One theme lived well is better than many themes skimmed quickly.,11,0
learningJourneyHadithThemesTakeaway3,Hadith learning should move from text to conduct.,11,0
learningJourneyIslamCompletionActionStep,Choose salah or Al-Fatihah as your next steady step.,11,0
learningJourneyIslamCompletionIntro,"You have built a first frame for Islam, belief, and practice. The next step is to carry that frame into daily worship and connection.",11,0
