key,en_value
"quranTeachingReviewMastered","{count} mastered"
"quranTeachingReviewMistakesEmpty","No review items right now."
"quranTeachingReviewMistakesSummary","{count} items waiting for another pass."
"quranTeachingReviewMistakesTitle","Review mistakes"
"quranTeachingReviewPageCheckAnswerAction","Check answer"
"quranTeachingReviewPageCompleteTitle","Review complete"
"quranTeachingReviewPageCountBody","{count} items waiting across your recent quizzes."
"quranTeachingReviewPageEmptyBody","No review items right now. Your recent practice is looking good."
"quranTeachingReviewPageFalseAction","False"
"quranTeachingReviewPageFilterAll","Review all"
"quranTeachingReviewPageFilterEmpty","No items match this review filter right now."
"quranTeachingReviewPageFilterHardest","Hardest"
"quranTeachingReviewPageFilterQuick","Quick 5"
"quranTeachingReviewPageFilterRecent","Recent"
"quranTeachingReviewPageImprovedCount","Items improved: {count}"
"quranTeachingReviewPageIntroTitle","A few items need another pass."
"quranTeachingReviewPageItemCounter","Item {current} of {total}"
"quranTeachingReviewPageNextItemAction","Next review item"
"quranTeachingReviewPageReplayAudioAction","Replay audio"
"quranTeachingReviewPageSessionTitle","Review session"
"quranTeachingReviewPageStartAction","Start review"
"quranTeachingReviewPageStartAnotherAction","Start another review"
"quranTeachingReviewPageStartQuickAction","Start quick review"
"quranTeachingReviewPageStillNeedsCount","Still need another pass: {count}"
"quranTeachingReviewPageTrueAction","True"
"quranTeachingReviewPhrases","{count} phrases practiced"
"quranTeachingReviewProgressTitle","Review progress"
"quranTeachingReviewSessionHeaderProgress","{current} of {total} completed"
"quranTeachingReviewSessionHeaderTitle","Today’s practice"
"quranTeachingReviewTricky","{count} tricky items"
"quranTeachingReviewWords","{count} words recognized"
"quranTeachingSectionSubtitle","A calm path for letters, sounds, forms, words, and short Qur''anic phrases."
"quranTeachingSectionTitle","Learn Qur''anic Arabic"
"quranTeachingStartLessonAction","Start lesson"
"quranTeachingVisualModeOff","Standard mode"
"quranTeachingVisualModeOn","Visual mode on"
"quranTeachingVisualModeSubtitle","Picture anchors and gentler prompts for visual learners."
"quranTeachingVisualModeTitle","Visual mode"
"quranTeachingVisualModeToggle","Use visual mode"
"quranUserIntentChangeAction","Change focus"
"quranUserIntentClearAction","Clear focus"
"quranUserIntentGuidedPathLabel","Follow a path"
"quranUserIntentGuidedPathRecommendation","Use structured Qur''an paths when you want clearer continuity and a calmer sense of next step."
"quranUserIntentMemorizeLabel","Memorize"
"quranUserIntentMemorizeRecommendation","Keep review and repetition close so memorization stays steady without losing meaning."
"quranUserIntentRecommendedTitle","Recommended for your focus"
