key,en_value
"quranSurahInsightPromptTaHaKnowledgeAndHumility","Which moments in this surah show that sincere learning begins with humility rather than self-assurance?"
"quranSurahInsightPromptTaHaRevelationAndPresence","How does Ta-Ha keep revelation connected to prayer, remembrance, and presence before Allah?"
"quranSurahInsightWhyItMattersAlBaqarah","Al-Baqarah teaches that guidance is not abstract. It shapes worship, covenant, patience, and the way a believing community responds to trials and mercy."
"quranSurahInsightWhyItMattersAlFurqan","Al-Furqan matters because it distinguishes truth from noise through conduct. It shows that the servants of the Most Merciful are known by humility, discernment, and remembrance."
"quranSurahInsightWhyItMattersLuqman","Luqman matters because it joins Tawhid, gratitude, family counsel, and character in one frame. It teaches that wisdom is seen in worship, advice, and humble conduct."
"quranSurahInsightWhyItMattersTaHa","Ta-Ha matters because it keeps revelation close to worship and remembrance. It teaches that knowledge, prayer, and humility belong together in the life of faith."
"quranSurahInsightsReflectionPromptsTitle","Reflection prompts"
"quranSurahInsightsRelatedLearningTitle","Related learning"
"quranSurahInsightsThemesAcrossQuranTitle","Themes across the Qur''an"
"quranSurahInsightsWhyItMattersTitle","Why this surah matters"
"quranTeachingAlphabetOverviewBrowseAction","Browse alphabet lessons"
"quranTeachingAlphabetOverviewCount","{count} letters"
"quranTeachingAlphabetOverviewForms","Positional forms included"
"quranTeachingAlphabetOverviewShapesAction","Study letter shapes"
"quranTeachingAlphabetOverviewSubtitle","Browse all {count} letters from one shared Arabic foundation."
"quranTeachingAlphabetOverviewTitle","Alphabet overview"
"quranTeachingBeginnerWordsAudioLabel","Tap to hear pronunciation"
"quranTeachingBeginnerWordsAudioUnavailable","Audio for this word is not available yet."
"quranTeachingBeginnerWordsCount","{count} shared words"
"quranTeachingBeginnerWordsEmpty","Beginner words will appear here when the shared set is ready."
"quranTeachingBeginnerWordsHowToReadSubtitle","Listen to the word, notice how each letter changes inside the word, then move calmly to the next example."
"quranTeachingBeginnerWordsHowToReadTitle","How to read these words"
"quranTeachingBeginnerWordsJoinedLabel","Joined-letter view"
"quranTeachingBeginnerWordsJoinedLettersSubtitle","See the isolated letter beside the form it takes inside this word."
"quranTeachingBeginnerWordsJoinedLettersTitle","Letters inside the word"
"quranTeachingBeginnerWordsModuleSubtitle","Use the shared beginner word set to connect letters, sound, and joined reading."
"quranTeachingBeginnerWordsNextAction","Next word"
"quranTeachingBeginnerWordsOpenAction","Open beginner words"
"quranTeachingBeginnerWordsOpenInlineHint","Open this word in the beginner words guide"
"quranTeachingBeginnerWordsPlaying","Playing {word}"
"quranTeachingBeginnerWordsPreview","Start with {word}: {meaning}"
"quranTeachingBeginnerWordsPreviousAction","Previous word"
"quranTeachingBeginnerWordsReadingHelperSubtitle","Use these letters as a calm guide while you sound the word out."
"quranTeachingBeginnerWordsReadingHelperTitle","Reading helper"
"quranTeachingBeginnerWordsReplayAction","Play word audio"
"quranTeachingBeginnerWordsSectionSubtitle","Move from letter recognition into short readable words with audio and joined-letter support."
"quranTeachingBeginnerWordsSource","Source: {reference}"
"quranTeachingBeginnerWordsSubtitle","Short Arabic words that help you move from letters into joined reading."
"quranTeachingBeginnerWordsTitle","Beginner words"
"quranTeachingChooseLevelSubtitle","This helps Path of Nur open lessons in the right order and keep the pace calm for your level."
"quranTeachingChooseLevelTitle","Choose your reading level"
"quranTeachingContinueEmpty","Start with the recommended lesson below."
"quranTeachingContinueLessonAction","Continue lesson"
"quranTeachingContinueTitle","Continue where you left off"
"quranTeachingDailyReviewCardCompleteTitle","Today’s review is complete"
"quranTeachingDailyReviewCardContinueAction","Continue today’s practice"
"quranTeachingDailyReviewCardContinueTitle","Continue today’s practice"
"quranTeachingDailyReviewCardEmptySubtitle","Start a few lessons and your daily review will appear here."
"quranTeachingDailyReviewCardEmptyTitle","Daily review"
"quranTeachingDailyReviewCardEstimatedMinutes","{minutes} min"
"quranTeachingDailyReviewCardItemCount","{count} items"
"quranTeachingDailyReviewCardItemProgress","{current} / {total} items"
"quranTeachingDailyReviewCardNothingDueSubtitle","No review due right now. A new lesson will build your next session."
"quranTeachingDailyReviewCardOpenAction","Open review"
"quranTeachingDailyReviewCardPracticeMoreAction","Practice more"
"quranTeachingDailyReviewCardProgressSubtitle","{current} of {total} items completed. {summary}"
"quranTeachingDailyReviewCardReadyTitle","Review for today"
"quranTeachingDailyReviewCardStartAction","Start review"
"quranTeachingGentleReviewTitle","Gentle review"
"quranTeachingGentleReviewWordAction","Review {word}"
"quranTeachingLearningPathTitle","Learning path"
"quranTeachingLessonBackToModule","Back to module"
"quranTeachingLessonCompleteNextSubtitle","You finished {title}. Next: {nextTitle}."
"quranTeachingLessonCompleteSubtitle","You finished {title}. The next step is ready when you are."
"quranTeachingLessonCompleteTitle","Lesson complete"
"quranTeachingLessonExamplesTitle","Examples"
"quranTeachingLessonFormFinal","End"
"quranTeachingLessonFormInitial","Beginning"
"quranTeachingLessonFormIsolated","Isolated"
"quranTeachingLessonFormMedial","Middle"
"quranTeachingLessonFormUnavailable","—"
"quranTeachingLessonFormsTitle","Forms in a word"
"quranTeachingLessonHearAudio","Hear audio"
"quranTeachingLessonHearThis","Hear this"
"quranTeachingLessonLetterProfileTitle","Letter profile"
"quranTeachingLessonNextLesson","Next lesson: {title}"
"quranTeachingLessonNoForwardJoinHint","This letter does not connect forward to the next letter."
