key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyToolHadithHubSubtitle,"Open themes, collections, and paths.",11,0
learningJourneyToolHadithReviewSubtitle,Revisit due or weak hadith material.,11,0
learningJourneyToolTriviaPathsSubtitle,Open the guided trivia path system.,11,0
learningJourneyToolTriviaReviewSubtitle,Review what is due next.,11,0
learningJourneyToolWuduGuideSubtitle,Open the full wudu guide.,11,0
learningJourneyToolWuduTrainerSubtitle,Practice step by step.,11,0
learningJourneyTriviaPathsBullet1,Choose one path instead of random jumping.,11,0
learningJourneyTriviaPathsBullet2,Let curiosity and current study guide your choice.,11,0
learningJourneyTriviaPathsBullet3,Use paths as entry points into deeper learning.,11,0
learningJourneyTriviaPathsDescription,"Use trivia as reinforcement with clear path selection, focused sessions, and guided follow-up into deeper journeys.",11,0
learningJourneyTriviaPathsLessonIntro,Trivia works best when it supports a learning goal. A path gives your questions context and helps reinforcement feel purposeful.,11,0
learningJourneyTriviaPathsOutcome1,Choose a trivia path with a learning purpose,11,0
learningJourneyTriviaPathsOutcome2,Use short sessions as reinforcement rather than isolated play,11,0
learningJourneyTriviaPathsOutcome3,Return from review into related journeys for depth,11,0
learningJourneyTriviaPathsReflection,"Which area would you rather reinforce right now: Prophets, Qur’an, worship, or history?",11,0
