key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyQuranOpenBullet2,"Use the reader and search as support, not the main path.",11,0
learningJourneyQuranOpenBullet3,"Return with reverence, even if the session is short.",11,0
learningJourneyQuranOpenReflection,What kind of Qur’an relationship are you trying to build: occasional browsing or steady return?,11,0
learningJourneyQuranOpenSection1Body,Begin by seeing the Qur’an as the center of guidance. You do not need to master structure on day one. You need a calm entry and a sincere relationship.,11,0
learningJourneyQuranOpenSection1Title,A simple frame,11,0
learningJourneyQuranOpenSection2Body,"Use one clear entry point, keep the reading gentle, and let curiosity grow after the relationship begins.",11,0
learningJourneyQuranOpenSection2Title,How to begin well,11,0
learningJourneyQuranOpenTakeaway1,"The Qur’an should feel like a return, not a burden.",11,0
learningJourneyQuranOpenTakeaway2,A simple starting point is enough.,11,0
learningJourneyQuranOpenTakeaway3,"Tools should support the relationship, not replace it.",11,0
learningJourneyQuranReadBullet1,Keep the first reading sessions short.,11,0
learningJourneyQuranReadBullet2,Return to the same place if needed.,11,0
learningJourneyQuranReadBullet3,Use bookmarks to protect continuity.,11,0
learningJourneyQuranReadIntro,"A first reading rhythm should feel realistic enough to survive normal life. Slow, steady return is better than intense starts that disappear.",11,0
learningJourneyQuranReadReflection,Which moment of your day could realistically become your Qur’an anchor?,11,0
learningJourneyQuranReadSection1Body,"Al-Fatihah is an ideal starting point because it is short, central to prayer, and rich in meaning. It gives both structure and immediate relevance.",11,0
learningJourneyQuranReadSection1Title,Choose a clear beginning,11,0
learningJourneyQuranReadSection2Body,"Tie reading to one repeatable moment. Let the habit be small enough that it survives travel, stress, and ordinary tiredness.",11,0
learningJourneyQuranReadSection2Title,Build a rhythm,11,0
learningJourneyQuranReadTakeaway1,Small steady reading is real progress.,11,0
learningJourneyQuranReadTakeaway2,Al-Fatihah is a strong first doorway.,11,0
learningJourneyQuranReadTakeaway3,Continuity matters more than intensity.,11,0
learningJourneyQuranThemesBullet1,Use themes to connect recurring ideas.,11,0
learningJourneyQuranThemesBullet2,Keep notes brief and meaningful.,11,0
learningJourneyQuranThemesBullet3,Return to reading after thematic exploration.,11,0
learningJourneyQuranThemesIntro,"Themes help you notice that the Qur’an returns again and again to guidance, mercy, accountability, worship, patience, and hope.",11,0
learningJourneyQuranThemesReflection,"Which recurring theme do you most need from the Qur’an right now: mercy, guidance, patience, or accountability?",11,0
learningJourneyQuranThemesSection1Body,"Themes help beginners connect verses without feeling lost. They show that the Qur’an is a coherent source of guidance, not a pile of unrelated passages.",11,0
learningJourneyQuranThemesSection1Title,Why themes matter,11,0
learningJourneyQuranThemesSection2Body,"Themed exploration should deepen your reading, not replace it. Use themes to notice patterns, then return to steady reading and reflection.",11,0
learningJourneyQuranThemesSection2Title,Use themes without losing the path,11,0
learningJourneyQuranThemesTakeaway1,Themes show the coherence of the Qur’an.,11,0
learningJourneyQuranThemesTakeaway2,Notes help retention when kept simple.,11,0
learningJourneyQuranThemesTakeaway3,"Theme study should support, not fragment, the journey.",11,0
learningJourneyQuranToolSearchSubtitle,Use search when you need help finding a passage or theme.,11,0
learningJourneyRamadanBreaksFastBullet1,Focus on the clear common invalidators first.,11,0
learningJourneyRamadanBreaksFastBullet2,Ask for clarity when a real confusion remains.,11,0
learningJourneyRamadanBreaksFastBullet3,Do not let doubt consume the month.,11,0
learningJourneyRamadanBreaksFastLessonIntro,Knowing what breaks the fast gives confidence and keeps worship away from both negligence and needless panic.,11,0
learningJourneyRamadanBreaksFastReflection,Do you struggle more with not knowing the rules or with overthinking them?,11,0
learningJourneyRamadanBreaksFastSection1Body,Begin with the common matters that clearly invalidate the fast. A beginner foundation does not need every detailed edge case on day one.,11,0
learningJourneyRamadanBreaksFastSection1Title,Learn the clear cases first,11,0
learningJourneyRamadanBreaksFastSection2Body,"Do not let fasting turn into constant worry. Learn the clear rules, ask when you need help, and avoid feeding every passing doubt.",11,0
learningJourneyRamadanBreaksFastSection2Title,Guard the heart from anxious uncertainty,11,0
learningJourneyRamadanBreaksFastTakeaway1,Clarity protects the fast.,11,0
learningJourneyRamadanBreaksFastTakeaway2,Beginners do not need every rare scenario at once.,11,0
learningJourneyRamadanBreaksFastTakeaway3,Islam does not want worship built on constant panic.,11,0
learningJourneyRamadanFoundationsDescription,"Move through a simple beginner path that explains fasting, daily rhythm, spiritual goals, and common mistakes in Ramadan.",11,0
learningJourneyRamadanFoundationsOutcome1,Understand what Ramadan is and why Muslims fast,11,0
learningJourneyRamadanFoundationsOutcome2,Build a practical rhythm from suhoor to iftar,11,0
learningJourneyRamadanFoundationsOutcome3,"Carry Ramadan with reflection, care, and spiritual goals",11,0
learningJourneyRamadanFoundationsSubtitle,A staged preparation path for fasting and Ramadan worship.,11,0
learningJourneyRamadanFoundationsTitle,Ramadan Foundations,11,0
learningJourneyRamadanFoundationsWhyThisMatters,"Ramadan is high impact and time-bound, so it benefits from a dedicated guided preparation path.",11,0
learningJourneyRamadanLaylatBullet1,Increase worship across the last nights.,11,0
