key,english_source,same_as_english_locale_count,missing_locale_count
learnGlossaryNoResultsSubtitle,Try a different word or clear the search to browse the full glossary.,11,0
learnGlossaryNoResultsTitle,No matching terms yet,11,0
learnGlossaryOpenAction,Open Glossary,11,0
learnGlossaryQuickMeaningTitle,Quick meaning,11,0
learnGlossaryQuickTermsLabel,Quick terms:,11,0
learnGlossarySearchHint,Search terms or meanings,11,0
learnGlossarySubtitle,"Learn common Islamic terms through short, beginner-friendly explanations you can open any time.",11,0
learnGlossaryTitle,Glossary,11,0
learnHubCategoryFaqTitle,FAQ,11,0
learnHubContentTypeFaq,FAQ,11,0
learnHubContentTypeQuiz,Quiz,11,0
learnHubSubcategoryKidsFunLearningSubtitle,"Stories, coloring, daily routines, and lighter practice stay together here.",11,0
learnHubSubcategoryKidsFunLearningTitle,Fun Learning,11,0
learnHubSubcategoryKidsGamesSubtitle,"Mini crossword, word search, matching, and other game-style practice for younger learners.",11,0
learnHubSubcategoryKidsGamesTitle,Kids Games,11,0
learnMetadataDomainBabyNamesSubtitle,Meaningful names with origins and gentle guidance.,11,0
learnMetadataDomainHadithSubtitle,Foundational hadith with practical lessons and reflection.,11,0
learnMetadataDomainLifeLessonsSubtitle,Qur’anic guidance for real situations and decisions.,11,0
learnMetadataDomainNotesSubtitle,Private notes and saved reflections across learning.,11,0
learnMetadataDomainProphetsSubtitle,"Stories, patterns, and lessons from the prophets.",11,0
learnMetadataDomainQuizzesSubtitle,Review what you have learned through structured quizzes.,11,0
learnMetadataDomainQuranSubtitle,"Verses, surahs, and guided reflection from the Qur’an.",11,0
learnMetadataDomainSalahSubtitle,"Salah learning, rak‘ahs, and recitation practice.",11,0
learnMetadataPathCharacterStep1,Read a character verse,11,0
learnMetadataPathCharacterStep2,Study a manners hadith,11,0
learnMetadataPathCharacterStep3,Review one life lesson,11,0
learnMetadataPathCharacterStep4,Choose one practice action,11,0
learnMetadataPathCharacterStep5,Save one note,11,0
learnMetadataPathCharacterSummary,"Grow honesty, patience, gratitude, and mercy through guided steps.",11,0
learnMetadataPathCharacterTitle,Character and Conduct,11,0
learnMetadataPathFaithFoundationsSummary,"Build a grounded understanding of belief, worship, and guidance.",11,0
learnMetadataPathFaithFoundationsTitle,Faith Foundations,11,0
learnMetadataPathFaithStep1,Read a foundational verse,11,0
learnMetadataPathFaithStep2,Study a core hadith,11,0
learnMetadataPathFaithStep3,Review a prophet lesson,11,0
learnMetadataPathFaithStep4,Practice salah basics,11,0
learnMetadataPathFaithStep5,Write one reflection,11,0
learnMetadataPathReturnStep1,Open today’s daily learning,11,0
learnMetadataPathReturnStep2,Read one short hadith,11,0
learnMetadataPathReturnStep3,Review a prophet lesson,11,0
learnMetadataPathReturnStep4,Practice one salah item,11,0
learnMetadataPathReturnStep5,Write a private reflection,11,0
learnMetadataPathReturnSummary,"A gentle path back into learning, prayer, and remembrance.",11,0
learnMetadataPathReturnTitle,Returning to Practice,11,0
learnMetadataProphetsReviewQuizSummary,"A mixed review of prophet stories, lessons, and timeline knowledge.",11,0
learnMetadataProphetsReviewQuizTitle,Prophets Review Quiz,11,0
learnMetadataQuranNoteSubtitle,Saved reflection for Qur’an {surahNumber}:{ayahNumber},11,0
learnMetadataQuranNoteTitle,Note on Qur’an {surahNumber}:{ayahNumber},11,0
learnMetadataQuranVerseTitle,Qur’an {surah}:{ayah},11,0
learnMetadataSalahPrayerSubtitle,{rakahs} rak‘ahs • {recitationStyle},11,0
learnMetadataSurahSubtitle,Surah {surahNumber},11,0
learnQuizzesAvailableCount,{count} quizzes available,11,0
learnQuizzesAyahCompletionSectionSubtitle,Fill missing Qur''an words using the app''s verified verse text.,11,0
learnQuizzesAyahCompletionSectionTitle,Ayah Completion,11,0
learnQuizzesChapterQuizGroup,Chapter Quiz,11,0
