key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyDhikrAfterSalahTakeaway3,Salah becomes more continuous when remembrance follows it.,9,0
learningJourneyDhikrAfterSalahTitle,After Salah Dhikr,9,0
learningJourneyDhikrEveningBullet1,Choose one or two evening remembrances first.,9,0
learningJourneyDhikrEveningBullet2,Keep the routine light enough to survive tired days.,9,0
learningJourneyDhikrEveningBullet3,"Treat the evening set as a return, not a burden.",9,0
learningJourneyDhikrEveningInvocationContext,Read in the evening to close the day with remembrance.,9,0
learningJourneyDhikrEveningInvocationTitle,Evening opening remembrance,9,0
learningJourneyDhikrEveningReflection,"What usually fills the end of your day, and how can remembrance reclaim part of it?",9,0
learningJourneyDhikrEveningSection1Title,When to say them,9,0
learningJourneyDhikrEveningSection2Body,A short evening routine creates spiritual closure. It is a gentle way to end the day with remembrance instead of heaviness or heedlessness.,9,0
learningJourneyDhikrEveningSection2Title,How they help,9,0
learningJourneyDhikrEveningTakeaway1,Evening adhkar settle the heart before night.,9,0
learningJourneyDhikrEveningTakeaway2,A short evening habit can be built gradually.,9,0
learningJourneyDhikrEveningTakeaway3,Closing the day with dhikr changes how you carry its weight.,9,0
learningJourneyDhikrEveningTitle,Evening Adhkar,9,0
learningJourneyDhikrIstighfarBullet1,Repent quickly instead of delaying return.,9,0
learningJourneyDhikrIstighfarBullet2,"Treat forgiveness as a daily need, not a rare emergency.",9,0
learningJourneyDhikrIstighfarBullet3,Say it with awareness of both weakness and hope.,9,0
