key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyStageHadithThemesTitle,Collections and themes,11,0
learningJourneyStageIslamCompletionSummary,Review what you have learned and choose the next steady journey in worship and connection.,11,0
learningJourneyStageIslamCompletionTitle,Carry Islam into daily life,11,0
learningJourneyStageIslamFirstStepsSummary,"Finish with a calm starting plan built around prayer, learning, and beautiful character.",11,0
learningJourneyStageIslamFirstStepsTitle,Your first steps,11,0
learningJourneyStageIslamFivePillarsSummary,See the pillars as the practical structure that shapes a Muslim life day by day.,11,0
learningJourneyStageIslamFivePillarsTitle,The five pillars,11,0
learningJourneyStageIslamWhatIsIslamTitle,What is Islam?,11,0
learningJourneyStageLockedBadge,Locked,11,0
learningJourneyStageLockedRedirectBody,This lesson will open after the previous step is completed. Taking you to the next available lesson now.,11,0
learningJourneyStageLockedRedirectSubtitle,Opening the next available lesson,11,0
learningJourneyStageQuranNextStepsSummary,Finish by choosing your next Qur’an path and a simple way to keep the relationship alive.,11,0
learningJourneyStageQuranNextStepsTitle,Carry the Qur’an forward,11,0
learningJourneyStageQuranOpenSummary,"Begin with a simple frame for reading the Qur’an as guidance, worship, and daily return.",11,0
learningJourneyStageQuranOpenTitle,How to approach the Qur’an,11,0
learningJourneyStageQuranReadSummary,Start from Al-Fatihah and learn how to make a first reading rhythm feel realistic.,11,0
learningJourneyStageQuranReadTitle,Begin reading with clarity,11,0
learningJourneyStageQuranThemesSummary,Use themes and simple note-taking to notice recurring guidance without losing the main path.,11,0
learningJourneyStageQuranThemesTitle,"Themes, notes, and reflection",11,0
learningJourneyStageReciteCompletionTitle,Carry meaning into worship,11,0
learningJourneyStageReward,+{xp} XP • +{drops} drop,11,0
learningJourneyStageSalahCompletionSummary,"Finish by choosing one concrete way to protect prayer, deepen focus, and continue learning.",11,0
learningJourneyStageSalahCompletionTitle,Carry salah forward,11,0
learningJourneyStageSalahConsistencySummary,Finish by building a realistic rhythm for protecting prayer and returning after weak days.,11,0
learningJourneyStageSalahConsistencyTitle,Consistency and khushu,11,0
learningJourneyStageSalahMovementsSummary,Walk through the prayer posture by posture so the sequence feels calm and understandable.,11,0
learningJourneyStageSalahMovementsTitle,Movements of salah,11,0
learningJourneyStageSalahPrepareSummary,"Learn how wudu, intention, timing, and calm prepare the heart and body for salah.",11,0
learningJourneyStageSalahPrepareTitle,Prepare for prayer,11,0
learningJourneyStageSalahWhyTitle,Why we pray,11,0
learningJourneyStageSalahWordsMeaningSummary,Connect the words of salah to meaning so attention and khushu begin to grow together.,11,0
learningJourneyStageSalahWordsMeaningTitle,"Words, meaning, and focus",11,0
learningJourneyStageShortSurahCompletionSummary,"Finish by choosing how these short surahs can deepen recitation, memory, and reflection in salah.",11,0
learningJourneyStageShortSurahCompletionTitle,Carry short surahs into prayer,11,0
learningJourneyStageShortSurahFalaqTitle,Surah Al-Falaq,11,0
learningJourneyStageShortSurahIkhlasSummary,Learn the short surah of pure tawheed and why it is so central in meaning.,11,0
learningJourneyStageShortSurahIkhlasTitle,Surah Al-Ikhlas,11,0
learningJourneyStageShortSurahKafirunSummary,"See how this short surah teaches clarity, loyalty to worship, and respectful firmness.",11,0
learningJourneyStageShortSurahKafirunTitle,Surah Al-Kafirun,11,0
learningJourneyStageShortSurahKawtharSummary,"Study this short surah of abundance, gratitude, and worship through sacrifice.",11,0
learningJourneyStageShortSurahKawtharTitle,Surah Al-Kawthar,11,0
learningJourneyStageShortSurahNasSummary,"Learn how this short surah teaches refuge, dependence, and protection of the heart.",11,0
learningJourneyStageShortSurahNasTitle,Surah An-Nas,11,0
learningJourneyStageStoriesHumanCreationSummary,"Reflect on origin, purpose, and the dignity Allah gave human beings.",11,0
learningJourneyStageStoriesMountainsSummary,"Reflect on stability, scale, and quiet signs of Allah''s wisdom.",11,0
learningJourneyStageTriviaPathsSummary,"Begin by choosing a trivia path that matches a real learning goal, not just random questions.",11,0
learningJourneyStageTriviaPathsTitle,Choose a knowledge path,11,0
learningJourneyStageTriviaReviewSummary,"Use weak answers as signals for what to revisit, then continue into related real journeys.",11,0
learningJourneyStageTriviaReviewTitle,Review and continue learning,11,0
learningJourneyStageTriviaSessionSummary,Treat each trivia round as focused reinforcement and pay attention to what you miss.,11,0
learningJourneyStageTriviaSessionTitle,Use a short session well,11,0
learningJourneyStageUnavailableBody,This stage cannot open its intended content at the moment. Use the fallback below or return to the journey and continue with another available step.,11,0
learningJourneyStageUnavailableFallbackSubtitle,Return to the journey detail page and choose another available stage.,11,0
learningJourneyStageUnavailableFallbackTitle,Back to this journey,11,0
learningJourneyStageUnavailableTitle,This lesson is not fully available right now,11,0
learningJourneyStageWuduBreaksSummary,Learn the common states that break wudu and how to stay calm instead of confused.,11,0
learningJourneyStageWuduBreaksTitle,What breaks wudu,11,0
learningJourneyStageWuduCompletionSummary,Finish by connecting confident wudu to calmer prayer preparation and steady worship.,11,0
learningJourneyStageWuduCompletionTitle,Carry wudu into worship,11,0
learningJourneyStageWuduMistakesSummary,"Finish with practical reminders, confidence checks, and a gentle plan for improvement.",11,0
learningJourneyStageWuduMistakesTitle,Common mistakes and self-check,11,0
learningJourneyStageWuduPracticeSummary,Walk through the sequence calmly and use guided practice to stabilize the order.,11,0
learningJourneyStageWuduPracticeTitle,Steps and practice flow,11,0
