key,english_source,same_as_english_locale_count,missing_locale_count
learnSalahHubSubtitle,"Learn the structure of salah, practice with guidance, and build a calm memorization path for surahs and recitations.",11,0
learnTogetherChildHomeSubtitle,Open the current lesson with shared prompts and talk through it together.,11,0
learnTogetherDiscussionTitle,Talk about this together,11,0
learnTogetherFamilyPromptCharacter,Pick one character trait from this lesson and practice it together once before the day ends.,11,0
learnTogetherFamilyPromptDhikr,Practice this dhikr together tonight and talk about what its meaning gives the heart.,11,0
learnTogetherFamilyPromptDua,Use this dua together at the next real moment it applies so the words become part of daily life.,11,0
learnTogetherFamilyPromptStory,"Tonight, ask your child to retell this story in their own words and choose one lesson to carry into tomorrow.",11,0
learnTogetherFamilyPromptTitle,Try this together,11,0
learnTogetherGuidanceCharacter,This lesson is strongest when it becomes a small action. Let your child pick one simple behavior to practice before the day ends.,11,0
learnTogetherGuidanceDhikr,Focus more on meaning than quantity. One calm repetition with understanding is better than rushing through many repetitions.,11,0
learnTogetherGuidanceDua,"Read the dua slowly together, explain when it is used, and repeat it once more in the real situation if possible.",11,0
learnTogetherGuidancePatience,"Keep the explanation short, then ask your child to retell the lesson in their own words. If the story teaches patience or trust, invite one real-life example from today.",11,0
learnTogetherGuidanceSigns,Help your child connect the lesson to something visible around them so the reflection feels real and not abstract.,11,0
learnTogetherHomeContinueSubtitle,Continue a shared lesson or open a new one together.,11,0
learnTogetherHomeSubtitle,"Open shared lessons, use guided prompts, and review what your child is learning.",11,0
learnTogetherJourneyIntro,Choose a child profile and open this journey together with discussion prompts and parent guidance.,11,0
learnTogetherLearnedTogetherLabel,Learned together,11,0
learnTogetherLessonIntro,Open this lesson together so the story or teaching can become a calm conversation.,11,0
learnTogetherParentGuidanceTitle,Parent guidance,11,0
learnTogetherPromptCharacter1,Which part of good character feels hardest sometimes?,11,0
learnTogetherPromptCharacter2,What is one small way we can practice this today?,11,0
learnTogetherPromptDhikr2,When would be a calm time for us to say this together?,11,0
learnTogetherPromptDua1,When can we say this dua together today?,11,0
learnTogetherPromptDua2,What does this dua help us remember?,11,0
learnTogetherPromptSigns2,What does this make us want to notice more carefully today?,11,0
learnTogetherPromptStory1,What did you learn from this story?,11,0
learnTogetherPromptStory2,How can we live this lesson today?,11,0
learnTogetherPromptStoryKids1,What happened in this story that you want to remember?,11,0
learnTogetherPromptStoryKids2,What good thing can we try after this lesson?,11,0
learnTogetherReviewTogetherAction,Review together,11,0
learnTogetherStartWithChild,Start with {name},11,0
learnTogetherTitle,Learn Together,11,0
learningAgeGroupHintAdults,"Age mode: full explanations, deeper connections, and the full learning map.",11,0
learningAgeGroupHintKids,"Age mode: simpler lessons, story-first guidance, and lighter next steps.",11,0
learningAgeGroupHintTeens,"Age mode: practical examples, identity-focused guidance, and relatable next steps.",11,0
learningAgeKidsActionStep,Try one small step with family or a trusted adult today.,11,0
learningAgeKidsLessonIntro,{lessonTitle} is being shown in a simpler child-friendly format.,11,0
learningAgeKidsReviewSuggestion,Come back later and tell someone what you learned.,11,0
learningAgeTeensActionStep,Think about one place in real life where you can use this today.,11,0
learningAgeTeensLessonIntro,"{lessonTitle} is being shown with a shorter, more relatable teen-friendly focus.",11,0
learningAgeTeensReviewSuggestion,Review this again after salah or later today and connect it to your own routine.,11,0
learningCommunityFeedbackJourneyBonus,This completed journey added an extra drop to the shared good.,11,0
learningCommunityFeedbackPhaseBonus,This phase milestone added another drop to the Ocean.,11,0
learningCommunityFeedbackSharedAdult,Learning together added to the Ocean.,11,0
learningCommunityFeedbackSharedKids,You learned together and added a drop.,11,0
learningCommunityFeedbackStageAdult,Your learning added a drop to the Ocean.,11,0
learningCommunityFeedbackStageKids,You added a drop. Your lesson helped the Ocean grow.,11,0
learningCommunityFeedbackTodayLightAdult,Today’s learning added a quiet drop to the Ocean.,11,0
learningCommunityFeedbackTodayLightKids,Today’s light helped the Ocean grow.,11,0
learningCommunitySummaryEmpty,Every lesson adds to shared good. Your next learning step can begin a new ripple.,11,0
learningCommunitySummaryFamilySubtitle,Your family’s learning this week added {count} drops to the Ocean.,11,0
learningCommunitySummaryKidsSubtitle,You added {count} drops this week. The Ocean is growing.,11,0
learningCommunitySummarySubtitle,Your learning this week added {count} drops to the Ocean.,11,0
learningCommunitySummaryTitle,Learning and the Ocean,11,0
learningCommunitySummaryTogetherNote,{count} shared learning moments added family drops.,11,0
learningJourneyAlphabetCompletionActionStep,Open Reading Basics next and carry one short alphabet review session with you this week.,11,0
learningJourneyAlphabetCompletionBullet1,Move forward with workable confidence.,11,0
learningJourneyAlphabetCompletionBullet2,Keep short review loops alive.,11,0
learningJourneyAlphabetCompletionBullet3,Let reading basics build on what you now know.,11,0
learningJourneyAlphabetCompletionIntro,You now have a foundation in letter recognition and sound repetition. The next step is learning how those letters behave inside reading.,11,0
