key,english_source,same_as_english_locale_count,missing_locale_count
learningJourneyHomeLegacyTitle,Legacy Learning Material,9,0
learningJourneyHomeRecommendedReasonCompleted,"You have completed this phase, so here is a thoughtful next step.",9,0
learningJourneyHomeRecommendedReasonDefault,A small set of paths that fit what you have already opened or completed.,9,0
learningJourneyHomeRecommendedReasonFallback,Try one of these paths to keep your learning rhythm steady.,9,0
learningJourneyHomeRecommendedReasonNearCompletion,You’re close to a completion point—continue with the next journey.,9,0
learningJourneyHomeRecommendedReasonWorship,Try an ibadah-focused path to build consistency from what you already started.,9,0
learningJourneyHomeRecommendedTitle,Recommended Journeys,9,0
learningJourneyHomeStartFirstJourneySubtitle,Begin with a simple guided path instead of browsing everything at once.,9,0
learningJourneyHomeStartFirstJourneyTitle,Start Your First Journey,9,0
learningJourneyHomeStreakMessage,You’re on a {days} day learning streak.,9,0
learningJourneyHomeSubtitle,"A calmer learning home built around journeys, today’s guidance, and five clear islands.",9,0
learningJourneyHomeSuggestedNextIntro,Next suggestion: {journeyTitle},9,0
learningJourneyHomeTitle,Learning,9,0
learningJourneyIslandActionStart,Start,9,0
learningJourneyIslandJourneysSubtitle,Structured paths come first here. Related tools stay available below when you need them.,9,0
learningJourneyIslandJourneysTitle,Journeys,9,0
learningJourneyIslandNotFoundBody,Return to the Learning Journey home and choose another path.,9,0
learningJourneyIslandNotFoundSubtitle,This learning island could not be located.,9,0
learningJourneyIslandNotFoundTitle,Island not found,9,0
learningJourneyIslandRelatedToolsSubtitle,Use these as supporting paths when you want to explore outside the main staged journeys.,9,0
learningJourneyIslandRelatedToolsTitle,Related Tools & Exploration,9,0
learningJourneyLessonActionCompleted,Completed,9,0
learningJourneyLessonActionMarkComplete,Mark as Complete,9,0
learningJourneyLessonActionOpenDhikrCounter,Open Dhikr Counter,9,0
learningJourneyLessonActionReturnToJourney,Return to Journey,9,0
learningJourneyLessonSectionExploreNow,Explore now,9,0
learningJourneyLessonSectionIntroduction,Introduction,9,0
learningJourneyLessonSectionReferences,References,9,0
learningJourneyLessonSectionReflection,Reflection prompt,9,0
learningJourneyLessonSectionTakeaways,Key takeaways,9,0
learningJourneyPlaceholderActionCompleted,Completed,9,0
learningJourneyPlaceholderActionMarkComplete,Mark as Complete,9,0
learningJourneyPlaceholderBackAction,Back to Journey,9,0
learningJourneyPlaceholderBuiltTitle,This lesson is being built,9,0
learningJourneyPlaceholderExploreSubtitle,Use the available real content below while this stage is still being finished.,9,0
